"Ramo" "(*) Siniestralidad Incurrida Real (%)" "Siniestralidad Incurrida Presupuesto (%)" "(*) Siniestralidad Incurrida sin IBNR Real (%)" "Siniestralidad Incurrida sin IBNR Presupuesto (%)" "(*) Siniestralidad Incurrida Rolling 12 Real (%)" "Siniestralidad Incurrida Rolling 12 Presupuesto (%)" "Persistencia (%)" "Persistencia Rolling 12 (%)" "Comisiones sobre Devengada Real (%)" "Comisiones sobre Devengada Presupuesto (%)" "Comisiones sobre Cobrado Real (%)" "Comisiones sobre Cobrado Presupuesto (%)" "fecha" "cuentas_esp" "centro"
"98" "AUTOMOVIL CASCO FLOTA" 32.8466647304595 61.9609451254364 350.912059098482 20.1006269082427 128.313683578745 177.611746173352 50.2749857492745 85.9819626901299 59.9616291932762 195.623154938221 231.165856029838 77.8397159650922 2019-04-08 "Cuenta 3" "Centro 4"
"99" "AUTOMOVIL CASCO FLOTA" 133.559648366645 39.0637928694487 85.1159970276058 62.5018435763195 143.468217551708 46.2580879218876 23.1755286687985 20.6224136520177 138.527435157448 125.622837804258 175.394536461681 102.89281476289 2019-04-09 "Cuenta 1" "Centro 5"
"100" "AUTOMOVIL CASCO FLOTA" 27.3035832215101 40.0052509913221 125.443330220878 282.038598228246 172.306905221194 43.6132136266679 86.657972750254 2.55557962227613 93.7757905572653 108.354974677786 311.745697632432 58.5466049145907 2019-04-10 "Cuenta 4" "Centro 5"
"101" "AUTOMOVIL CASCO FLOTA" 44.8408006224781 58.1648006585892 68.9195496961474 31.7376311402768 110.521246725693 110.001591546461 28.6672758171335 99.9096309999004 86.4226710516959 211.703770933673 0.905011780560017 126.522257225588 2019-04-11 "Cuenta 5" "Centro 4"
"102" "RESPONSABILIDAD CIVIL DE VEHICULOS" 136.55999628827 29.8566887867637 155.47121623531 55.1673252834007 15.1382986456156 154.576376872137 41.2160610314459 85.3745678439736 159.330027690157 40.0146509986371 71.9302210025489 127.918592654169 2019-04-12 "Cuenta 5" "Centro 3"
"103" "AUTOMOVIL CASCO FLOTA" 67.3774278722703 54.4947392183822 175.458039250225 129.124808614142 195.685531757772 127.459961688146 64.513880899176 72.7126882877201 36.9700967334211 37.2492679394782 103.365111257881 32.7936057932675 2019-04-13 "Cuenta 2" "Centro 4"
"104" "AUTOMOVIL" 32.5369441881776 71.509274518583 24.1493605077267 218.278214894235 81.5183241385967 128.853175323457 18.0310802767053 14.9431252386421 14.3903331831098 39.8837714921683 200.190532486886 65.2186412364244 2019-04-14 "Cuenta 2" "Centro 4"
"105" "AUTOMOVIL CASCO FLOTA" 122.428345680237 69.5689048988279 97.8569085709751 18.4293836122379 196.893918374553 14.321091491729 88.3072166703641 39.1147905495018 127.082119230181 167.320128832944 280.430721025914 90.9157209564 2019-04-15 "Cuenta 5" "Centro 3"
"106" "AUTOMOVIL" 73.4347995370626 46.9253434080165 266.074200160801 35.3300067130476 172.437064815313 172.31382294558 99.1529592778534 19.3700113799423 100.929782679304 0.208300002850592 219.541946146637 55.2002133335918 2019-04-16 "Cuenta 4" "Centro 4"
"107" "AUTOMOVIL" 0.191154610365629 91.5807040163781 352.29569952935 162.797835865058 97.771904245019 161.386493081227 9.0312491171062 44.3015697412193 4.89257001318038 157.733757700771 88.4936088696122 165.163478860632 2019-04-17 "Cuenta 4" "Centro 4"
"108" "AUTOMOVIL" 16.2382706068456 58.8490405078046 258.928211499006 283.590356865898 91.267256392166 95.0995211023837 38.2964522810653 75.168346404098 2.6029190979898 155.291193793528 3.1622695736587 159.604757418856 2019-04-18 "Cuenta 1" "Centro 1"
"109" "AUTOMOVIL CASCO FLOTA" 84.5262372400612 23.2100837281905 82.8763360157609 165.950182476081 154.10918071866 169.142474140972 15.722268819809 33.0534501234069 185.487179737538 59.4778880942613 350.763145368546 183.260248648003 2019-04-19 "Cuenta 1" "Centro 3"
"110" "AUTOMOVIL CASCO FLOTA" 45.6446720752865 43.7851811861619 98.0908545665443 189.405823708512 25.2197887282819 3.65107301622629 34.1199899557978 47.9262407869101 163.641960127279 17.4118886701763 326.876758504659 119.788080779836 2019-04-20 "Cuenta 2" "Centro 3"
"111" "AUTOMOVIL" 189.282368356362 3.9490867331624 76.9665289670229 50.179822021164 123.248368268833 30.4424606263638 26.786751463078 32.3647455312312 181.09964155592 228.029273799621 53.4167913720012 190.325414063409 2019-04-21 "Cuenta 1" "Centro 4"
"112" "AUTOMOVIL CASCO FLOTA" 175.82132765092 8.82487609540112 362.286159954965 290.284456685185 189.814461441711 145.662997057661 46.1550799431279 35.9934418927878 14.4470513332635 135.476859519258 52.0866981707513 180.293074157089 2019-04-22 "Cuenta 4" "Centro 4"
"113" "RESPONSABILIDAD CIVIL DE VEHICULOS" 41.9645682442933 75.7888665429782 300.216064415872 128.565829060972 146.080375881866 67.7529575768858 77.031082380563 37.2607416240498 194.265417940915 112.953625875525 12.6869782805443 182.387564983219 2019-04-23 "Cuenta 4" "Centro 4"
"114" "AUTOMOVIL" 68.0863081943244 19.6376044843346 82.5179784558713 111.749435286038 101.512150233611 74.8294337652624 1.20537695474923 3.96953015588224 51.9359211437404 259.267526655458 370.262232143432 58.652429562062 2019-04-24 "Cuenta 2" "Centro 4"
"115" "AUTOMOVIL CASCO FLOTA" 37.1242579072714 73.7483231429942 18.3853713795543 220.721300994046 57.3009908664972 141.923872288316 27.0105030620471 80.643877084367 0.246892450377345 124.833507835865 355.145751032978 56.6474152263254 2019-04-25 "Cuenta 2" "Centro 4"
"116" "AUTOMOVIL CASCO FLOTA" 135.997202061117 59.332924406277 1.46467071026564 254.137272178195 180.578151717782 45.0399963650852 42.83217350021 66.3779629161581 17.953013908118 143.37507407181 101.268996205181 60.6392646208405 2019-04-26 "Cuenta 5" "Centro 3"
"117" "AUTOMOVIL" 114.029744686559 40.8972989779431 184.090665541589 180.09355973918 133.242140943184 109.877345152199 80.5888106813654 80.036428081803 194.801403349265 81.0983810573816 389.382133726031 12.1211285237223 2019-04-27 "Cuenta 3" "Centro 4"
"118" "AUTOMOVIL" 92.6512632984668 93.8737706560642 210.587429068983 72.4061148706824 75.365316355601 73.7698369193822 47.0785130281001 51.4701489591971 91.0186856519431 287.426923401654 354.317380487919 62.2930033598095 2019-04-28 "Cuenta 1" "Centro 2"
"119" "AUTOMOVIL" 66.556653007865 40.3610327548813 243.953417893499 108.39765407145 179.465508880094 2.42675226181746 78.2514036865905 53.8830977631733 183.365115057677 38.6278867023066 200.24051386863 11.5292433649302 2019-04-29 "Cuenta 4" "Centro 5"
"120" "RESPONSABILIDAD CIVIL DE VEHICULOS" 143.354340270162 84.8301143746357 325.842245109379 83.2138113677502 163.778514694422 167.546928813681 11.8546999059618 44.2923753056675 9.08995508216321 108.835409511812 186.125689838082 157.536097196862 2019-04-30 "Cuenta 1" "Centro 5"
"121" "RESPONSABILIDAD CIVIL DE VEHICULOS" 50.9352329652756 23.036973776063 40.7998622395098 257.130741910078 49.7978501021862 14.9628382176161 80.6672142120078 51.6105382936075 84.6596938092262 203.484069742262 224.664336349815 117.682888358831 2019-05-01 "Cuenta 5" "Centro 2"
"122" "AUTOMOVIL" 70.2973619569093 40.3933078995906 382.683977019042 57.6502962503582 91.0271659493446 133.465834613889 29.913781536743 8.77347756177187 26.9457146991044 11.3011698704213 367.782302200794 74.531199876219 2019-05-02 "Cuenta 2" "Centro 2"
"123" "AUTOMOVIL" 185.857122205198 84.6864652028307 383.480659965426 53.0688866972923 35.756918694824 106.530181411654 12.4616597779095 20.4948764527217 90.3260102961212 29.8966882517561 275.711537990719 179.183214111254 2019-05-03 "Cuenta 4" "Centro 1"
"124" "AUTOMOVIL CASCO FLOTA" 185.066460166126 8.52688043797389 104.021255299449 266.312746913172 23.1928177643567 113.368134992197 93.1416653096676 93.0868592346087 149.322219379246 52.0943142240867 130.944498255849 23.2268303167075 2019-05-04 "Cuenta 2" "Centro 1"
"125" "AUTOMOVIL" 76.1076673399657 35.7018796543125 45.6354520283639 54.4339006533846 22.4720734171569 101.556275505573 3.8730256492272 66.0009931074455 162.694485438988 253.690300625749 383.184423949569 30.9757373761386 2019-05-05 "Cuenta 2" "Centro 3"
"126" "AUTOMOVIL CASCO FLOTA" 45.6675001885742 56.481372063281 217.90758324787 223.832718771882 199.875563941896 132.540267147124 75.324400444515 5.64324958249927 120.887686638162 182.375550968572 144.804235827178 164.539589220658 2019-05-06 "Cuenta 4" "Centro 2"
"127" "AUTOMOVIL CASCO FLOTA" 168.669448839501 66.4425549532752 355.099560786039 21.7052818508819 143.518346874043 14.6953761577606 27.1787821082398 34.9107185611501 158.527700882405 121.557809924707 245.166722126305 124.23575213179 2019-05-07 "Cuenta 4" "Centro 3"
"128" "AUTOMOVIL CASCO FLOTA" 100.856456859037 15.2133871568367 17.2966660931706 136.985473777167 174.518638895825 57.0192621089518 14.1699207713827 32.751037995331 181.199559755623 54.6443259576336 39.9483868852258 197.662714589387 2019-05-08 "Cuenta 2" "Centro 5"
"129" "AUTOMOVIL" 74.2589163128287 34.1134548792616 134.308051783592 85.6055562850088 191.839922266081 110.173531388864 16.604845575057 5.6693849619478 21.236724127084 188.658621814102 363.741291780025 49.6370476204902 2019-05-09 "Cuenta 3" "Centro 5"
"130" "AUTOMOVIL" 125.539714191109 22.0337649770081 384.194509778172 154.16922471486 188.025633106008 79.9427337013185 34.9163206061348 61.4956756588072 89.4640318118036 14.3861705437303 259.121176879853 21.693636290729 2019-05-10 "Cuenta 4" "Centro 3"
"131" "AUTOMOVIL CASCO FLOTA" 111.011075694114 4.2291870880872 349.13852410391 61.6654256125912 156.250517815351 57.8143941238523 62.2544444631785 92.0022355392575 40.6723687890917 182.092245225795 366.05856064707 3.81796020083129 2019-05-11 "Cuenta 3" "Centro 3"
"132" "AUTOMOVIL" 107.590579567477 68.4917882452719 46.2000096216798 28.6254939157516 6.94864979013801 11.4314133301377 48.7411676207557 25.9965871227905 102.346464479342 127.486095484346 284.05252629891 71.711594145745 2019-05-12 "Cuenta 5" "Centro 3"
"133" "RESPONSABILIDAD CIVIL DE VEHICULOS" 95.773145975545 31.8077906183898 319.965756312013 298.510525259189 57.8488539438695 127.154907071963 60.8007849194109 88.2381428265944 36.8654605932534 74.9474942218512 77.3546337150037 56.388004263863 2019-05-13 "Cuenta 3" "Centro 2"
"134" "AUTOMOVIL" 120.918501913548 75.124225178035 181.368356477469 61.1954318359494 108.030165778473 20.897418865934 33.4450562717393 43.1154869962484 43.4239875525236 115.394128672779 233.766470197588 86.7478160653263 2019-05-14 "Cuenta 3" "Centro 3"
"135" "AUTOMOVIL CASCO FLOTA" 100.261134328321 86.991391326068 179.399972222745 149.803598457947 31.1980408150703 30.8585360646248 76.7302448861301 80.8912456734106 179.247416835278 1.88321101013571 229.752930626273 2.82419570721686 2019-05-15 "Cuenta 1" "Centro 5"
"136" "AUTOMOVIL CASCO FLOTA" 197.740148799494 82.9882108354941 21.5705769136548 201.725613651797 106.659407960251 127.922743558884 63.5502019198611 52.6468922151253 113.127056369558 260.614605015144 160.547281242907 54.9760615918785 2019-05-16 "Cuenta 3" "Centro 2"
"137" "AUTOMOVIL" 66.6273985523731 14.0652233671863 301.198982354254 112.56527910009 58.5812286939472 90.5586149077863 68.7249160371721 18.1779090547934 197.516517108306 131.65301727131 248.472132068127 193.686685478315 2019-05-17 "Cuenta 1" "Centro 2"
"138" "AUTOMOVIL" 13.4576110169291 49.9183817275334 301.084666699171 114.464982482605 118.128572683781 179.941859189421 38.3311025332659 79.5304811559618 77.2763283923268 28.0546818394214 298.125681187958 165.04121129401 2019-05-18 "Cuenta 2" "Centro 2"
"139" "AUTOMOVIL CASCO FLOTA" 123.892638972029 12.1762765599415 257.81866768375 168.956073978916 192.087278980762 157.558264769614 40.9217924112454 50.2037453465164 23.2942561618984 169.605907215737 224.531996436417 76.6682696063071 2019-05-19 "Cuenta 4" "Centro 4"
"140" "AUTOMOVIL" 18.9597925171256 64.5987247142475 145.517446473241 25.6994555471465 57.6551567297429 87.3326610773802 76.6775434603915 79.4390633469447 149.423722689971 162.10275515914 227.792146708816 22.2851751372218 2019-05-20 "Cuenta 5" "Centro 2"
"141" "AUTOMOVIL" 192.355463420972 42.5705822203308 324.743834882975 22.390848537907 141.060432745144 31.0126887168735 53.5017118090764 47.8308410616592 84.1836790088564 16.4588059298694 239.777005836368 161.38436072506 2019-05-21 "Cuenta 2" "Centro 2"
"142" "AUTOMOVIL" 123.379730759189 25.3823727443814 374.666277412325 150.871150125749 59.5538522582501 84.3323349021375 1.46739678457379 65.2033557184041 175.114884926006 40.5154523206875 348.435836844146 27.1639389917254 2019-05-22 "Cuenta 4" "Centro 3"
"143" "AUTOMOVIL" 156.149834487587 81.8405682346784 137.236074078828 113.236652500927 135.769788827747 127.965478831902 31.7439257865772 5.57439997792244 0.627957284450531 236.688184272498 214.379445277154 9.8890436347574 2019-05-23 "Cuenta 2" "Centro 4"
"144" "AUTOMOVIL" 6.36703027412295 4.37237834394909 42.1861289069057 249.674559105188 11.7080604657531 180.80278118141 77.6709723519161 41.5655069751665 72.7146863471717 216.711410600692 298.648156318814 38.4294611867517 2019-05-24 "Cuenta 3" "Centro 3"
"145" "RESPONSABILIDAD CIVIL DE VEHICULOS" 20.4347739461809 75.934179849457 52.579243388027 269.18512894772 93.5290521010756 3.31837423145771 64.8280401015654 64.7898594615981 100.441358610988 126.188073749654 199.432750977576 74.3469716515392 2019-05-25 "Cuenta 4" "Centro 1"
"146" "AUTOMOVIL CASCO FLOTA" 102.379476791248 46.7459047145676 320.804752781987 265.670551685616 80.508107226342 69.5533134043217 67.2738699940965 74.6814241167158 72.3356381524354 57.1803150465712 33.5010794922709 121.736003737897 2019-05-26 "Cuenta 1" "Centro 3"
"147" "AUTOMOVIL" 186.258823564276 31.1406988061499 80.3007745184004 51.7424854449928 167.391199199483 37.9834908992052 34.725210047327 89.4956544972956 126.423863647506 54.3437837390229 378.461214806885 144.389961613342 2019-05-27 "Cuenta 4" "Centro 1"
"148" "AUTOMOVIL" 54.9317587632686 83.8347129893955 329.077164642513 250.077842501923 127.065722225234 42.7499268669635 95.4981244867668 26.4446811052039 77.409794414416 36.642426950857 282.551524881274 190.867916215211 2019-05-28 "Cuenta 4" "Centro 4"
"149" "RESPONSABILIDAD CIVIL DE VEHICULOS" 77.2198476362973 85.0192102862056 283.297640364617 288.877140032127 11.7415736429393 171.208493318409 86.901629762724 25.0842655543238 156.936401082203 100.212937616743 239.858823642135 70.44632807374 2019-05-29 "Cuenta 1" "Centro 5"
"150" "RESPONSABILIDAD CIVIL DE VEHICULOS" 44.9130985420197 82.7831953952555 24.3947839364409 0.150994607247412 171.024364978075 4.4533961918205 97.296062647365 63.7146648950875 108.462340291589 247.494111419655 9.30354287847877 51.1448811739683 2019-05-30 "Cuenta 4" "Centro 1"
"151" "AUTOMOVIL CASCO FLOTA" 17.3200246877968 61.6143401900772 247.007470298558 91.6604738216847 87.4367512762547 153.173610894009 42.1792404958978 17.8463734220713 151.405566185713 63.1481751333922 166.685135941952 88.8632014859468 2019-05-31 "Cuenta 5" "Centro 5"
"152" "AUTOMOVIL" 129.773247055709 60.9373629624024 0.826872978359461 200.722489273176 162.19238396734 81.0709309298545 78.8309669820592 88.5820005554706 150.953807402402 90.5675497138873 169.593083392829 71.389936376363 2019-06-01 "Cuenta 2" "Centro 3"
"153" "RESPONSABILIDAD CIVIL DE VEHICULOS" 101.135316910222 87.1156173567288 62.2346305288374 78.6383357131854 162.735486449674 27.5336952414364 69.2849375074729 52.3373253643513 113.291678624228 144.874724443071 63.3283854462206 100.569903058931 2019-06-02 "Cuenta 3" "Centro 3"
"154" "AUTOMOVIL CASCO FLOTA" 100.340155605227 43.2702989415266 283.386633638293 47.2632845398039 59.7430520690978 118.2995185256 10.6019740691409 9.61635131388903 91.6199215687811 5.50072824116796 329.043193627149 189.956541033462 2019-06-03 "Cuenta 1" "Centro 5"
"155" "RESPONSABILIDAD CIVIL DE VEHICULOS" 176.14797372371 87.8732590386644 21.9052657485008 55.0435313489288 172.346016112715 53.0052675399929 61.9297807803378 93.7111544422805 187.584897596389 105.787930567749 331.274822447449 95.1239615678787 2019-06-04 "Cuenta 4" "Centro 3"
"156" "AUTOMOVIL" 7.29620410129428 78.4382131078746 371.06467038393 96.3579847477376 190.597405331209 66.7802365496755 32.9498260980472 27.046649553813 169.509768532589 5.23650641553104 210.849586967379 119.677826063707 2019-06-05 "Cuenta 4" "Centro 1"
"157" "AUTOMOVIL" 88.402046635747 68.9269761047326 16.2024799734354 178.045807988383 77.7608392294496 74.4473468512297 56.3468833221123 34.1226691147313 97.0307440962642 140.625865780748 329.439481440932 70.2209216076881 2019-06-06 "Cuenta 5" "Centro 4"
"158" "AUTOMOVIL" 159.5992134884 91.1831415374763 264.966879691929 204.603462782688 49.0975373890251 49.5411032345146 33.6226591374725 58.4006344433874 79.1189159266651 12.8290690016001 302.087835967541 43.4888953808695 2019-06-07 "Cuenta 4" "Centro 1"
"159" "AUTOMOVIL CASCO FLOTA" 43.7282961793244 15.2020495997276 180.669345520437 65.7904898514971 110.633430862799 100.009906338528 20.5587278585881 50.2154336543754 21.650668932125 229.418391105719 117.42334747687 118.373836902902 2019-06-08 "Cuenta 2" "Centro 2"
"160" "RESPONSABILIDAD CIVIL DE VEHICULOS" 157.73279350251 90.7816379296128 146.054829843342 197.972582629882 148.409323999658 76.9777060020715 78.3920420100912 85.8640140853822 154.864650918171 243.59717562329 70.4318329691887 11.3448467105627 2019-06-09 "Cuenta 4" "Centro 2"
"161" "RESPONSABILIDAD CIVIL DE VEHICULOS" 48.518924927339 16.8416867847554 195.879307854921 273.575903358869 177.272629737854 60.4033057112247 43.0629431270063 90.3919018572196 7.935481518507 250.753430533223 90.9750551916659 144.821172347292 2019-06-10 "Cuenta 3" "Centro 2"
"162" "AUTOMOVIL CASCO FLOTA" 63.379043713212 98.4217396404129 341.204073559493 32.129266904667 142.016558302566 44.4077633786947 83.4321961272508 19.6366356220096 100.360545283183 257.258888985962 311.251770984381 15.3201984707266 2019-06-11 "Cuenta 1" "Centro 3"
"163" "AUTOMOVIL" 115.510739712045 9.79919781140052 82.6268853619695 154.308313457295 36.9072161614895 24.3884562514722 4.0386337088421 58.6772312177345 178.048660280183 84.9066606955603 4.00982908904552 193.274463620037 2019-06-12 "Cuenta 3" "Centro 5"
"164" "AUTOMOVIL CASCO FLOTA" 134.288411401212 44.4055641661398 302.130930498242 74.2470389697701 49.5827657636255 72.2413026262075 69.0440727164969 48.3106985455379 67.0299378689378 26.0828546248376 149.970947485417 189.499307842925 2019-06-13 "Cuenta 1" "Centro 4"
"165" "AUTOMOVIL CASCO FLOTA" 188.485106360167 78.9203101983294 286.95990042761 43.7292602844536 34.6557594835758 104.68439864926 81.8623340455815 59.3227783218026 46.8776256311685 132.955713593401 344.114534929395 192.211839137599 2019-06-14 "Cuenta 1" "Centro 4"
"166" "AUTOMOVIL" 101.329204533249 80.8904269745108 117.185139656067 169.402394397184 122.463732445613 2.95630060136318 22.7733751293272 40.8153686439618 171.475730789825 73.7606951035559 214.998525381088 174.545442359522 2019-06-15 "Cuenta 1" "Centro 4"
"167" "AUTOMOVIL" 111.800173902884 90.82578998385 300.768682640046 133.433217555285 161.789486929774 65.0384645909071 29.6220400370657 92.7321665454656 144.093434233218 129.174763080664 77.7932753786445 64.8103377316147 2019-06-16 "Cuenta 4" "Centro 5"
"168" "AUTOMOVIL" 15.9090041648597 68.5222638582345 228.524507861584 34.0107510332018 170.839624712244 55.7493004947901 6.71923067420721 14.3976000603288 76.2556820642203 256.545497872867 228.344191797078 126.902069197968 2019-06-17 "Cuenta 3" "Centro 5"
"169" "AUTOMOVIL" 132.278122892603 63.5808861393016 123.876301106066 294.646860379726 24.2833797354251 69.6580673567951 6.40913108363748 39.0227795345709 137.072880286723 115.932501666248 368.166309595108 197.135091433302 2019-06-18 "Cuenta 1" "Centro 2"
"170" "RESPONSABILIDAD CIVIL DE VEHICULOS" 42.1331725083292 75.5388630395755 390.568040683866 140.010087587871 66.4820707868785 125.125172268599 31.5928289666772 24.1778405150399 179.848612565547 84.091745945625 235.539075732231 82.9953436739743 2019-06-19 "Cuenta 4" "Centro 5"
"171" "AUTOMOVIL CASCO FLOTA" 168.840016424656 14.8405600911938 192.962438147515 284.254629188217 78.5449331626296 53.7311852909625 0.552112981677055 24.5472197420895 140.263491263613 76.3500508619472 50.49310894683 24.9362662900239 2019-06-20 "Cuenta 1" "Centro 3"
"172" "AUTOMOVIL" 39.8393790703267 20.4288349207491 343.059214297682 218.448444711976 20.9939756896347 25.0400375109166 51.1467589298263 66.8484705500305 38.7076045852154 41.6235164506361 345.217590685934 66.5583691559732 2019-06-21 "Cuenta 3" "Centro 5"
"173" "AUTOMOVIL" 98.2859497889876 34.0548304130789 8.95064687356353 120.383178675547 130.328029952943 50.4642044659704 19.2637739004567 69.3034075200558 115.338666550815 154.441117029637 156.316039338708 49.8468815814704 2019-06-22 "Cuenta 2" "Centro 1"
"174" "AUTOMOVIL" 133.284105313942 44.5237724261824 74.6041681617498 94.3974663969129 61.869053170085 173.045863397419 39.4335239659995 86.239075800404 57.6654941774905 142.024712031707 174.913114588708 183.996301470324 2019-06-23 "Cuenta 5" "Centro 2"
"175" "AUTOMOVIL CASCO FLOTA" 65.1341250166297 89.8834798331372 384.52862482518 232.112109800801 191.217312961817 197.845232160762 91.9518176699057 46.3202662533149 66.8012204114348 178.240713709965 107.912018615752 41.353226127103 2019-06-24 "Cuenta 2" "Centro 3"
"176" "AUTOMOVIL CASCO FLOTA" 133.943938976154 72.5845167271327 45.9623944014311 166.21359384153 199.28848715499 44.8830471839756 8.38897000066936 41.8639353942126 95.1135433278978 282.719102245755 292.333868611604 56.1054802965373 2019-06-25 "Cuenta 4" "Centro 3"
"177" "RESPONSABILIDAD CIVIL DE VEHICULOS" 3.7165102083236 75.6164858541451 393.57813121751 194.023074838333 93.4348770417273 37.2347160708159 75.8815334876999 40.2014944236726 88.5584490373731 200.86501124315 21.3588813319802 67.8204391151667 2019-06-26 "Cuenta 5" "Centro 4"
"178" "AUTOMOVIL" 80.8552932459861 47.492396007292 365.301296394318 133.731173118576 83.9402513112873 28.7152186501771 12.972673191689 76.3333321548998 20.5770498607308 141.612349636853 182.061372231692 154.579752590507 2019-06-27 "Cuenta 5" "Centro 4"
"179" "RESPONSABILIDAD CIVIL DE VEHICULOS" 38.1933630444109 7.70285560423508 154.728325642645 130.672686360776 0.34200600348413 165.652570128441 40.5629871878773 94.7121158242226 145.672791544348 150.21784636192 271.301772166044 99.6465714648366 2019-06-28 "Cuenta 2" "Centro 5"
"180" "AUTOMOVIL" 77.0210677292198 93.2674710000865 12.5203209929168 177.731316257268 14.6804354619235 130.775693338364 12.257736409083 97.4385512294248 183.33047805354 130.811484879814 229.405347630382 181.592429196462 2019-06-29 "Cuenta 2" "Centro 1"
"181" "AUTOMOVIL" 123.535564308986 85.0385562551674 380.841278005391 176.500891847536 89.9244760163128 153.315763175488 63.3429881185293 0.880752201192081 135.976639110595 36.3824785687029 214.566589519382 156.144709978253 2019-06-30 "Cuenta 4" "Centro 4"
"182" "AUTOMOVIL" 111.848485609517 60.5555372007657 389.443641807884 250.973466178402 2.06499467603862 56.0542687308043 41.7154488852248 67.6697827642784 25.9381360374391 135.484830359928 159.337902162224 132.069507148117 2019-07-01 "Cuenta 4" "Centro 1"
"183" "AUTOMOVIL" 50.2592112869024 37.7227345127612 127.579640876502 118.460706551559 153.748656064272 31.4096855465323 2.78084808960557 99.3063215631992 3.31386411562562 96.9753539655358 232.578344643116 164.544770820066 2019-07-02 "Cuenta 2" "Centro 2"
"184" "AUTOMOVIL CASCO FLOTA" 103.674940392375 88.519405357074 396.931523829699 104.78055907879 177.27500400506 54.8803261481225 70.4057789640501 58.2382267806679 25.9095800109208 24.2759179556742 52.6264593936503 35.6815696228296 2019-07-03 "Cuenta 5" "Centro 4"
"185" "AUTOMOVIL CASCO FLOTA" 77.7850393671542 68.2614740440622 175.698549766093 275.78997798264 68.4932539239526 84.5682579092681 41.4643946336582 67.7281947806478 198.66678644903 47.9875373421237 231.899045966566 54.739725170657 2019-07-04 "Cuenta 2" "Centro 3"
"186" "AUTOMOVIL CASCO FLOTA" 110.354366432875 86.6566052827984 348.354179039598 186.060686968267 63.2376588415354 155.788403749466 1.25046854373068 63.9094474259764 178.154318220913 134.002296742983 87.1619069948792 128.786688530818 2019-07-05 "Cuenta 2" "Centro 2"
"187" "RESPONSABILIDAD CIVIL DE VEHICULOS" 171.623443067074 6.43339784280397 60.7360392808914 170.705235516652 170.439081592485 165.045739198104 74.1022798931226 97.2765896935016 65.2442433405668 285.569605138153 217.297746799886 68.0570387747139 2019-07-06 "Cuenta 5" "Centro 3"
"188" "AUTOMOVIL" 35.7774407602847 99.3927963138558 328.69899077341 94.3127817939967 33.4144879132509 82.1961458772421 50.5886568455026 30.7151209097356 33.7609767448157 166.385707561858 375.906972866505 62.0669774711132 2019-07-07 "Cuenta 3" "Centro 1"
"189" "AUTOMOVIL CASCO FLOTA" 60.1665333844721 20.8978367585223 72.852591983974 276.504122209735 94.6379953995347 129.198397137225 13.5143192252144 55.6455759331584 187.217686232179 295.415809331462 52.4360471405089 189.197232294828 2019-07-08 "Cuenta 5" "Centro 1"
"190" "RESPONSABILIDAD CIVIL DE VEHICULOS" 120.58738921769 35.6673829511274 24.6715310961008 173.525913851336 160.243704076856 89.9255658034235 70.4732340527698 67.3159852158278 96.7829543165863 245.824873773381 330.528872925788 122.145929932594 2019-07-09 "Cuenta 1" "Centro 4"
"191" "RESPONSABILIDAD CIVIL DE VEHICULOS" 133.890185737982 69.6327763358131 45.7705553621054 53.164301184006 76.8167614471167 35.9809260815382 60.20306001883 87.4698715982959 164.812206942588 137.202494801022 80.7145708240569 186.485601076856 2019-07-10 "Cuenta 5" "Centro 4"
"192" "AUTOMOVIL CASCO FLOTA" 132.015723874792 96.8346973261796 11.5436078980565 29.942855774425 168.434929987416 47.7141978684813 74.4595556287095 69.9663075618446 74.0179031621665 262.64277251903 165.707544982433 187.451164005324 2019-07-11 "Cuenta 4" "Centro 1"
"193" "AUTOMOVIL" 125.967527506873 89.2884343385231 115.66819511354 206.456697941758 49.7362467925996 135.370744764805 94.2984373541549 30.0337701803073 163.491155300289 248.747880617157 132.149904686958 164.176179142669 2019-07-12 "Cuenta 1" "Centro 3"
"194" "AUTOMOVIL CASCO FLOTA" 6.88938088715076 37.6619183612056 93.3907277882099 54.3288327287883 191.130762221292 103.029573662207 20.9826572798193 26.4517995994538 174.428265262395 82.9895013710484 321.355800516903 68.1584862526506 2019-07-13 "Cuenta 5" "Centro 5"
"195" "AUTOMOVIL CASCO FLOTA" 67.4198975786567 89.3723163749091 66.312097851187 17.1198948053643 0.783591531217098 149.293876253068 88.8508314499632 91.8403938179836 137.446194374934 140.486227045767 153.975413925946 24.4228813331574 2019-07-14 "Cuenta 5" "Centro 4"
"196" "RESPONSABILIDAD CIVIL DE VEHICULOS" 161.171518219635 78.5653026921209 390.094086062163 216.807726770639 54.9215868581086 30.3457960486412 24.4976658839732 25.0866084359586 25.8726900443435 105.533427419141 275.702540110797 136.264205584303 2019-07-15 "Cuenta 3" "Centro 5"
"197" "RESPONSABILIDAD CIVIL DE VEHICULOS" 36.9138911832124 41.5745753285009 135.351118072867 292.891263496131 43.0427469313145 10.7194557320327 56.1269582947716 26.6232570633292 145.611392194405 195.023120054975 60.6055816635489 194.970898795873 2019-07-16 "Cuenta 4" "Centro 2"
